기간,자치구,행정동,인구
기간,자치구,행정동,합계
기간,자치구,행정동,계
2019.2/4,은평구,응암2동,"22,399"
2019.2/4,은평구,신사1동,"28,794"
2019.2/4,은평구,신사2동,"22,151"
2019.2/4,은평구,증산동,"16,411"
2019.2/4,은평구,수색동,"9,303"
2019.2/4,은평구,진관동,"57,618"
2019.2/4,은평구,불광2동,"29,726"
2019.2/4,은평구,응암3동,"26,326"
2019.2/4,은평구,역촌동,"49,181"
2019.2/4,서대문구,소계,"324,304"
2019.2/4,서대문구,천연동,"18,834"
2019.2/4,서대문구,홍제1동,"24,990"
2019.2/4,서대문구,홍제3동,"16,538"
2019.2/4,서대문구,홍제2동,"14,683"
2019.2/4,서대문구,홍은1동,"22,981"
2019.2/4,서대문구,홍은2동,"28,546"
2019.2/4,서대문구,남가좌1동,"17,122"
2019.2/4,서대문구,남가좌2동,"25,869"
2019.2/4,서대문구,북가좌1동,"19,292"
2019.2/4,서대문구,북가좌2동,"34,134"
2019.2/4,서대문구,충현동,"18,306"
2019.2/4,서대문구,북아현동,"17,667"
2019.2/4,서대문구,신촌동,"24,249"
2019.2/4,서대문구,연희동,"41,093"
2019.2/4,마포구,소계,"385,985"
2019.2/4,마포구,용강동,"22,502"
2019.2/4,마포구,대흥동,"13,600"
2019.2/4,마포구,염리동,"13,440"
2019.2/4,마포구,신수동,"21,622"
2019.2/4,마포구,서교동,"26,240"
2019.2/4,마포구,합정동,"19,291"
2019.2/4,마포구,망원1동,"22,144"
2019.2/4,마포구,망원2동,"19,472"
2019.2/4,마포구,연남동,"17,163"
2019.2/4,마포구,성산1동,"20,397"
2019.2/4,마포구,성산2동,"41,743"
2019.2/4,마포구,상암동,"33,266"
2019.2/4,마포구,도화동,"22,699"
2019.2/4,마포구,서강동,"26,312"
2019.2/4,마포구,공덕동,"40,680"
2019.2/4,마포구,아현동,"25,414"
2019.2/4,양천구,소계,"465,095"
2019.2/4,양천구,목1동,"32,163"
2019.2/4,양천구,목2동,"31,545"
2019.2/4,양천구,목3동,"23,143"
2019.2/4,양천구,목4동,"27,180"
2019.2/4,양천구,신월1동,"22,087"
2019.2/4,양천구,신월2동,"22,626"
2019.2/4,양천구,신월3동,"17,004"
2019.2/4,양천구,신월4동,"19,121"
2019.2/4,양천구,신월5동,"15,600"
2019.2/4,양천구,신월6동,"6,707"
2019.2/4,양천구,신월7동,"21,969"
2019.2/4,양천구,신정1동,"21,545"
2019.2/4,양천구,신정2동,"20,752"
2019.2/4,양천구,신정3동,"48,729"
2019.2/4,양천구,신정6동,"25,277"
2019.2/4,양천구,신정7동,"30,825"
2019.2/4,양천구,목5동,"42,929"
2019.2/4,양천구,신정4동,"35,893"
2019.2/4,강서구,소계,"602,230"
2019.2/4,강서구,염창동,"42,025"
2019.2/4,강서구,등촌1동,"23,595"
2019.2/4,강서구,등촌2동,"21,970"
2019.2/4,강서구,등촌3동,"32,929"
2019.2/4,강서구,화곡본동,"36,127"
2019.2/4,강서구,화곡2동,"19,795"
2019.2/4,강서구,화곡3동,"22,675"
2019.2/4,강서구,화곡4동,"22,297"
2019.2/4,강서구,화곡6동,"25,067"
2019.2/4,강서구,화곡8동,"26,798"
2019.2/4,강서구,가양1동,"34,090"
2019.2/4,강서구,가양2동,"15,413"
2019.2/4,강서구,가양3동,"16,445"
2019.2/4,강서구,발산1동,"38,619"
2019.2/4,강서구,공항동,"28,527"
2019.2/4,강서구,방화1동,"45,982"
2019.2/4,강서구,방화2동,"24,354"
2019.2/4,강서구,방화3동,"24,673"
2019.2/4,강서구,화곡1동,"54,801"
2019.2/4,강서구,우장산동,"46,048"
2019.2/4,구로구,소계,"439,328"
2019.2/4,구로구,신도림동,"37,492"
2019.2/4,구로구,구로1동,"21,849"
2019.2/4,구로구,구로3동,"26,579"
2019.2/4,구로구,구로4동,"26,721"
2019.2/4,구로구,구로5동,"33,800"
2019.2/4,구로구,고척1동,"24,427"
2019.2/4,구로구,고척2동,"29,225"
2019.2/4,구로구,개봉2동,"33,561"
2019.2/4,구로구,개봉3동,"22,184"
2019.2/4,구로구,오류1동,"22,696"
2019.2/4,구로구,오류2동,"49,302"
2019.2/4,구로구,수궁동,"25,181"
2019.2/4,구로구,가리봉동,"15,917"
2019.2/4,구로구,구로2동,"35,948"
2019.2/4,구로구,개봉1동,"34,446"
2019.2/4,금천구,소계,"254,061"
2019.2/4,금천구,가산동,"24,522"
2019.2/4,금천구,독산1동,"43,574"
2019.2/4,금천구,독산2동,"21,779"
2019.2/4,금천구,독산3동,"30,392"
2019.2/4,금천구,독산4동,"18,606"
2019.2/4,금천구,시흥1동,"37,144"
2019.2/4,금천구,시흥2동,"22,861"
2019.2/4,금천구,시흥3동,"11,648"
2019.2/4,금천구,시흥4동,"22,349"
2019.2/4,금천구,시흥5동,"21,186"
2019.2/4,영등포구,소계,"404,229"
2019.2/4,영등포구,여의동,"34,479"
2019.2/4,영등포구,당산1동,"21,491"
2019.2/4,영등포구,당산2동,"36,213"
2019.2/4,영등포구,양평1동,"18,240"
2019.2/4,영등포구,양평2동,"22,934"
2019.2/4,영등포구,신길1동,"19,677"
2019.2/4,영등포구,신길3동,"18,743"
2019.2/4,영등포구,신길4동,"10,171"
2019.2/4,영등포구,신길5동,"11,115"
2019.2/4,영등포구,신길6동,"19,675"
2019.2/4,영등포구,신길7동,"17,202"
2019.2/4,영등포구,대림1동,"16,686"
2019.2/4,영등포구,대림2동,"22,177"
2019.2/4,영등포구,대림3동,"29,244"
2019.2/4,영등포구,영등포본동,"25,190"
2019.2/4,영등포구,영등포동,"26,964"
2019.2/4,영등포구,도림동,"21,974"
2019.2/4,영등포구,문래동,"32,054"
2019.2/4,동작구,소계,"412,000"
2019.2/4,동작구,노량진2동,"14,110"
2019.2/4,동작구,상도1동,"48,432"
2019.2/4,동작구,상도2동,"29,422"
2019.2/4,동작구,상도3동,"26,159"
2019.2/4,동작구,상도4동,"30,257"
2019.2/4,동작구,사당1동,"24,273"
2019.2/4,동작구,사당3동,"26,557"
2019.2/4,동작구,사당4동,"15,055"
2019.2/4,동작구,사당5동,"13,094"
2019.2/4,동작구,대방동,"40,194"
2019.2/4,동작구,신대방1동,"26,841"
2019.2/4,동작구,신대방2동,"20,840"
2019.2/4,동작구,흑석동,"35,585"
2019.2/4,동작구,노량진1동,"32,606"
2019.2/4,동작구,사당2동,"28,575"
2019.2/4,관악구,소계,"519,864"
2019.2/4,관악구,보라매동,"26,382"
2019.2/4,관악구,청림동,"16,384"
2019.2/4,관악구,행운동,"30,581"
2019.2/4,관악구,낙성대동,"17,806"
2019.2/4,관악구,중앙동,"15,873"
2019.2/4,관악구,인헌동,"27,297"
2019.2/4,관악구,남현동,"19,107"
2019.2/4,관악구,서원동,"24,147"
2019.2/4,관악구,신원동,"20,077"
2019.2/4,관악구,서림동,"24,721"
2019.2/4,관악구,신사동,"26,356"
2019.2/4,관악구,신림동,"22,682"
2019.2/4,관악구,난향동,"16,541"
2019.2/4,관악구,조원동,"19,676"
2019.2/4,관악구,대학동,"24,741"
2019.2/4,관악구,은천동,"35,770"
2019.2/4,관악구,성현동,"32,715"
2019.2/4,관악구,청룡동,"30,997"
2019.2/4,관악구,난곡동,"29,314"
2019.2/4,관악구,삼성동,"25,696"
2019.2/4,관악구,미성동,"33,001"
2019.2/4,서초구,소계,"435,631"
2019.2/4,서초구,서초1동,"21,546"
2019.2/4,서초구,서초2동,"18,574"
2019.2/4,서초구,서초3동,"30,903"
2019.2/4,서초구,서초4동,"31,867"
2019.2/4,서초구,잠원동,"34,575"
2019.2/4,서초구,반포본동,"12,329"
2019.2/4,서초구,반포1동,"33,247"
2019.2/4,서초구,반포2동,"16,424"
2019.2/4,서초구,반포3동,"20,267"
2019.2/4,서초구,반포4동,"20,369"
2019.2/4,서초구,방배본동,"21,562"
2019.2/4,서초구,방배1동,"17,592"
2019.2/4,서초구,방배2동,"21,342"
2019.2/4,서초구,방배3동,"22,578"
2019.2/4,서초구,방배4동,"24,294"
2019.2/4,서초구,양재1동,"46,231"
2019.2/4,서초구,양재2동,"23,382"
2019.2/4,서초구,내곡동,"18,549"
2019.2/4,강남구,소계,"547,602"
2019.2/4,강남구,신사동,"17,651"
2019.2/4,강남구,논현1동,"23,776"
2019.2/4,강남구,논현2동,"22,079"
2019.2/4,강남구,삼성1동,"15,058"
2019.2/4,강남구,삼성2동,"30,308"
2019.2/4,강남구,대치1동,"25,288"
2019.2/4,강남구,대치4동,"20,860"
2019.2/4,강남구,역삼1동,"37,101"
2019.2/4,강남구,역삼2동,"36,991"
2019.2/4,강남구,도곡1동,"22,689"
2019.2/4,강남구,도곡2동,"34,370"
2019.2/4,강남구,개포1동,"7,076"
2019.2/4,강남구,개포4동,"18,550"
2019.2/4,강남구,일원본동,"24,486"
2019.2/4,강남구,일원1동,"16,652"
2019.2/4,강남구,일원2동,"18,088"
2019.2/4,강남구,수서동,"16,187"
2019.2/4,강남구,세곡동,"45,180"
2019.2/4,강남구,압구정동,"27,865"
2019.2/4,강남구,청담동,"30,165"
2019.2/4,강남구,대치2동,"38,994"
2019.2/4,강남구,개포2동,"18,188"
2019.2/4,송파구,소계,"686,181"
2019.2/4,송파구,풍납1동,"15,825"
2019.2/4,송파구,풍납2동,"24,881"
2019.2/4,송파구,거여1동,"13,277"
2019.2/4,송파구,거여2동,"17,163"
2019.2/4,송파구,마천1동,"21,004"
2019.2/4,송파구,마천2동,"20,435"
2019.2/4,송파구,방이1동,"16,514"
2019.2/4,송파구,방이2동,"26,211"
2019.2/4,송파구,오륜동,"18,968"
2019.2/4,송파구,오금동,"41,148"
2019.2/4,송파구,송파1동,"26,321"
2019.2/4,송파구,송파2동,"20,832"
2019.2/4,송파구,석촌동,"34,178"
2019.2/4,송파구,삼전동,"32,901"
2019.2/4,송파구,가락본동,"27,966"
2019.2/4,송파구,가락1동,"26,063"
2019.2/4,송파구,가락2동,"33,999"
2019.2/4,송파구,문정1동,"21,359"
2019.2/4,송파구,문정2동,"29,926"
2019.2/4,송파구,장지동,"34,463"
2019.2/4,송파구,위례동,"28,408"
2019.2/4,송파구,잠실본동,"29,675"
2019.2/4,송파구,잠실4동,"23,856"
2019.2/4,송파구,잠실6동,"17,471"
2019.2/4,송파구,잠실7동,"10,258"
2019.2/4,송파구,잠실2동,"36,817"
2019.2/4,송파구,잠실3동,"36,262"
2019.2/4,강동구,소계,"428,547"
2019.2/4,강동구,강일동,"32,535"
2019.2/4,강동구,상일동,"11,113"
2019.2/4,강동구,명일1동,"22,405"
2019.2/4,강동구,명일2동,"17,968"
2019.2/4,강동구,고덕1동,"27,405"
2019.2/4,강동구,고덕2동,"7,349"
2019.2/4,강동구,암사2동,"14,628"
2019.2/4,강동구,암사3동,"18,948"
2019.2/4,강동구,천호1동,"28,891"
2019.2/4,강동구,천호3동,"28,370"
2019.2/4,강동구,성내1동,"20,733"
2019.2/4,강동구,성내2동,"25,556"
2019.2/4,강동구,성내3동,"24,042"
2019.2/4,강동구,둔촌1동,289
2019.2/4,강동구,둔촌2동,"27,964"
2019.2/4,강동구,암사1동,"37,313"
2019.2/4,강동구,천호2동,"36,203"
2019.2/4,강동구,길동,"46,835"
2019.3/4,합계,합계,"10,025,927"
2019.3/4,종로구,소계,"162,860"
2019.3/4,종로구,사직동,"9,700"
2019.3/4,종로구,삼청동,"3,013"
2019.3/4,종로구,부암동,"10,525"
2019.3/4,종로구,평창동,"18,830"
2019.3/4,종로구,무악동,"8,745"
2019.3/4,종로구,교남동,"10,779"
2019.3/4,종로구,가회동,"4,487"
2019.3/4,종로구,종로1.2.3.4가동,"8,630"
2019.3/4,종로구,종로5·6가동,"5,717"
2019.3/4,종로구,이화동,"8,566"
2019.3/4,종로구,창신1동,"6,098"
2019.3/4,종로구,창신2동,"9,825"
2019.3/4,종로구,창신3동,"7,322"
2019.3/4,종로구,숭인1동,"6,613"
2019.3/4,종로구,숭인2동,"9,972"
2019.3/4,종로구,청운효자동,"13,090"
2019.3/4,종로구,혜화동,"20,948"
2019.3/4,중구,소계,"136,663"
2019.3/4,중구,소공동,"3,045"
2019.3/4,중구,회현동,"5,864"
2019.3/4,중구,명동,"3,497"
2019.3/4,중구,필동,"5,054"
2019.3/4,중구,장충동,"5,628"
2019.3/4,중구,광희동,"6,221"
2019.3/4,중구,을지로동,"2,002"
2019.3/4,중구,신당5동,"10,846"
2019.3/4,중구,황학동,"13,669"
2019.3/4,중구,중림동,"13,007"
2019.3/4,중구,신당동,"9,336"
2019.3/4,중구,다산동,"15,075"
2019.3/4,중구,약수동,"17,760"
2019.3/4,중구,청구동,"14,595"
2019.3/4,중구,동화동,"11,064"
2019.3/4,용산구,소계,"244,989"
2019.3/4,용산구,후암동,"18,547"
2019.3/4,용산구,용산2가동,"11,831"
2019.3/4,용산구,남영동,"8,521"
2019.3/4,용산구,원효로2동,"14,779"
2019.3/4,용산구,효창동,"10,179"
2019.3/4,용산구,용문동,"12,649"
2019.3/4,용산구,이촌1동,"29,251"
2019.3/4,용산구,이촌2동,"9,025"
2019.3/4,용산구,이태원1동,"9,086"
2019.3/4,용산구,이태원2동,"10,812"
2019.3/4,용산구,서빙고동,"14,122"
2019.3/4,용산구,보광동,"15,897"
2019.3/4,용산구,청파동,"20,715"
2019.3/4,용산구,원효로1동,"16,471"
2019.3/4,용산구,한강로동,"19,504"
2019.3/4,용산구,한남동,"23,600"
2019.3/4,성동구,소계,"311,290"
2019.3/4,성동구,왕십리2동,"17,953"
2019.3/4,성동구,마장동,"24,137"
2019.3/4,성동구,사근동,"13,630"
2019.3/4,성동구,행당1동,"16,659"
2019.3/4,성동구,행당2동,"24,748"
2019.3/4,성동구,응봉동,"16,228"
2019.3/4,성동구,금호1가동,"15,974"
2019.3/4,성동구,금호4가동,"15,283"
2019.3/4,성동구,성수1가1동,"17,331"
2019.3/4,성동구,성수1가2동,"15,084"
2019.3/4,성동구,성수2가1동,"17,979"
2019.3/4,성동구,성수2가3동,"11,725"
2019.3/4,성동구,송정동,"11,546"
2019.3/4,성동구,용답동,"13,572"
2019.3/4,성동구,왕십리도선동,"27,878"
2019.3/4,성동구,금호2.3가동,"24,299"
2019.3/4,성동구,옥수동,"27,264"
2019.3/4,광진구,소계,"368,337"
2019.3/4,광진구,화양동,"25,422"
2019.3/4,광진구,군자동,"22,142"
2019.3/4,광진구,중곡1동,"16,420"
2019.3/4,광진구,중곡2동,"22,635"
2019.3/4,광진구,중곡3동,"17,492"
2019.3/4,광진구,중곡4동,"30,561"
2019.3/4,광진구,능동,"11,867"
2019.3/4,광진구,구의1동,"23,126"
2019.3/4,광진구,구의2동,"28,032"
2019.3/4,광진구,구의3동,"30,179"
2019.3/4,광진구,광장동,"36,180"
2019.3/4,광진구,자양1동,"24,229"
2019.3/4,광진구,자양2동,"27,107"
2019.3/4,광진구,자양3동,"29,577"
2019.3/4,광진구,자양4동,"23,368"
2019.3/4,동대문구,소계,"363,779"
2019.3/4,동대문구,회기동,"13,337"
2019.3/4,동대문구,휘경1동,"16,537"
2019.3/4,동대문구,휘경2동,"25,176"
2019.3/4,동대문구,청량리동,"22,035"
2019.3/4,동대문구,용신동,"32,073"
2019.3/4,동대문구,제기동,"27,630"
2019.3/4,동대문구,전농1동,"31,096"
2019.3/4,동대문구,전농2동,"20,341"
2019.3/4,동대문구,답십리1동,"29,939"
2019.3/4,동대문구,답십리2동,"30,439"
2019.3/4,동대문구,장안1동,"39,351"
2019.3/4,동대문구,장안2동,"31,930"
2019.3/4,동대문구,이문1동,"22,622"
2019.3/4,동대문구,이문2동,"21,273"
2019.3/4,중랑구,소계,"403,776"
2019.3/4,중랑구,면목2동,"26,156"
2019.3/4,중랑구,면목4동,"20,237"
2019.3/4,중랑구,면목5동,"9,876"
2019.3/4,중랑구,면목7동,"21,913"
2019.3/4,중랑구,상봉1동,"25,629"
2019.3/4,중랑구,상봉2동,"19,728"
2019.3/4,중랑구,중화1동,"21,001"
2019.3/4,중랑구,중화2동,"27,994"
2019.3/4,중랑구,묵1동,"36,063"
2019.3/4,중랑구,묵2동,"20,094"
2019.3/4,중랑구,망우3동,"18,025"
2019.3/4,중랑구,신내1동,"40,738"
2019.3/4,중랑구,신내2동,"22,095"
2019.3/4,중랑구,면목본동,"36,247"
2019.3/4,중랑구,면목3.8동,"26,729"
2019.3/4,중랑구,망우본동,"31,251"
2019.3/4,성북구,소계,"454,114"
2019.3/4,성북구,돈암1동,"16,048"
2019.3/4,성북구,돈암2동,"25,076"
2019.3/4,성북구,안암동,"17,877"
2019.3/4,성북구,보문동,"16,839"
2019.3/4,성북구,정릉1동,"19,484"
2019.3/4,성북구,정릉2동,"23,974"
2019.3/4,성북구,정릉3동,"17,388"
2019.3/4,성북구,정릉4동,"26,898"
2019.3/4,성북구,길음1동,"37,263"
2019.3/4,성북구,길음2동,"16,545"
2019.3/4,성북구,월곡1동,"27,698"
2019.3/4,성북구,월곡2동,"20,571"
2019.3/4,성북구,장위1동,"20,857"
2019.3/4,성북구,장위2동,"14,207"
2019.3/4,성북구,장위3동,"13,710"
2019.3/4,성북구,성북동,"17,671"
2019.3/4,성북구,삼선동,"26,599"
2019.3/4,성북구,동선동,"16,460"
2019.3/4,성북구,종암동,"42,391"
2019.3/4,성북구,석관동,"36,558"
2019.3/4,강북구,소계,"317,875"
2019.3/4,강북구,번1동,"19,815"
2019.3/4,강북구,번2동,"17,307"
2019.3/4,강북구,번3동,"18,506"
2019.3/4,강북구,수유1동,"21,961"
2019.3/4,강북구,수유2동,"22,021"
2019.3/4,강북구,수유3동,"24,277"
2019.3/4,강북구,삼양동,"25,776"
2019.3/4,강북구,미아동,"22,987"
2019.3/4,강북구,송중동,"29,000"
2019.3/4,강북구,송천동,"28,911"
2019.3/4,강북구,삼각산동,"33,100"
2019.3/4,강북구,우이동,"21,401"
2019.3/4,강북구,인수동,"32,813"
2019.3/4,도봉구,소계,"337,594"
2019.3/4,도봉구,쌍문1동,"22,528"
2019.3/4,도봉구,쌍문2동,"20,133"
2019.3/4,도봉구,쌍문3동,"17,325"
2019.3/4,도봉구,쌍문4동,"19,946"
2019.3/4,도봉구,방학1동,"30,344"
2019.3/4,도봉구,방학2동,"21,268"
2019.3/4,도봉구,방학3동,"28,846"
2019.3/4,도봉구,창1동,"26,438"
2019.3/4,도봉구,창2동,"30,723"
2019.3/4,도봉구,창3동,"14,923"
2019.3/4,도봉구,창4동,"28,034"
2019.3/4,도봉구,창5동,"25,866"
2019.3/4,도봉구,도봉1동,"22,431"
2019.3/4,도봉구,도봉2동,"28,789"
2019.3/4,노원구,소계,"539,829"
2019.3/4,노원구,월계1동,"24,044"
2019.3/4,노원구,월계2동,"26,209"
2019.3/4,노원구,월계3동,"31,904"
2019.3/4,노원구,공릉2동,"41,184"
2019.3/4,노원구,하계1동,"29,814"
2019.3/4,노원구,하계2동,"23,492"
2019.3/4,노원구,중계본동,"26,161"
2019.3/4,노원구,중계1동,"28,152"
2019.3/4,노원구,중계4동,"21,480"
2019.3/4,노원구,상계1동,"40,359"
2019.3/4,노원구,상계2동,"21,358"
2019.3/4,노원구,상계5동,"25,704"
2019.3/4,노원구,상계8동,"24,086"
2019.3/4,노원구,상계9동,"22,002"
2019.3/4,노원구,상계10동,"16,736"
2019.3/4,노원구,상계3.4동,"25,946"
2019.3/4,노원구,상계6.7동,"34,834"
2019.3/4,노원구,중계2.3동,"37,108"
2019.3/4,노원구,공릉1동,"39,256"
2019.3/4,은평구,소계,"486,159"
2019.3/4,은평구,녹번동,"38,158"
2019.3/4,은평구,불광1동,"41,048"
2019.3/4,은평구,갈현1동,"24,768"
2019.3/4,은평구,갈현2동,"30,235"
2019.3/4,은평구,구산동,"33,843"
2019.3/4,은평구,대조동,"29,784"
2019.3/4,은평구,응암1동,"25,747"
2019.3/4,은평구,응암2동,"23,882"
2019.3/4,은평구,신사1동,"28,658"
2019.3/4,은평구,신사2동,"21,998"
2019.3/4,은평구,증산동,"16,254"
2019.3/4,은평구,수색동,"9,094"
2019.3/4,은평구,진관동,"58,038"
2019.3/4,은평구,불광2동,"29,576"
2019.3/4,은평구,응암3동,"26,193"
2019.3/4,은평구,역촌동,"48,883"
2019.3/4,서대문구,소계,"324,089"
2019.3/4,서대문구,천연동,"18,803"
2019.3/4,서대문구,홍제1동,"25,045"
2019.3/4,서대문구,홍제3동,"16,534"
2019.3/4,서대문구,홍제2동,"14,629"
2019.3/4,서대문구,홍은1동,"22,758"
2019.3/4,서대문구,홍은2동,"28,402"
2019.3/4,서대문구,남가좌1동,"17,029"
2019.3/4,서대문구,남가좌2동,"25,729"
2019.3/4,서대문구,북가좌1동,"19,188"
2019.3/4,서대문구,북가좌2동,"33,955"
2019.3/4,서대문구,충현동,"18,242"
2019.3/4,서대문구,북아현동,"17,607"
2019.3/4,서대문구,신촌동,"24,810"
2019.3/4,서대문구,연희동,"41,358"
2019.3/4,마포구,소계,"385,605"
2019.3/4,마포구,용강동,"22,403"
2019.3/4,마포구,대흥동,"13,776"
2019.3/4,마포구,염리동,"13,533"
2019.3/4,마포구,신수동,"22,514"
2019.3/4,마포구,서교동,"26,104"
2019.3/4,마포구,합정동,"19,175"
2019.3/4,마포구,망원1동,"21,995"
2019.3/4,마포구,망원2동,"19,270"
2019.3/4,마포구,연남동,"17,051"
2019.3/4,마포구,성산1동,"20,288"
2019.3/4,마포구,성산2동,"41,623"
2019.3/4,마포구,상암동,"32,976"
2019.3/4,마포구,도화동,"22,663"
2019.3/4,마포구,서강동,"26,240"
2019.3/4,마포구,공덕동,"40,603"
2019.3/4,마포구,아현동,"25,391"
2019.3/4,양천구,소계,"463,931"
2019.3/4,양천구,목1동,"32,111"
2019.3/4,양천구,목2동,"31,501"
2019.3/4,양천구,목3동,"23,145"
2019.3/4,양천구,목4동,"27,053"
2019.3/4,양천구,신월1동,"21,976"
2019.3/4,양천구,신월2동,"22,427"
2019.3/4,양천구,신월3동,"16,844"
2019.3/4,양천구,신월4동,"19,064"
2019.3/4,양천구,신월5동,"15,631"
2019.3/4,양천구,신월6동,"6,670"
2019.3/4,양천구,신월7동,"21,803"
2019.3/4,양천구,신정1동,"21,578"
2019.3/4,양천구,신정2동,"20,713"
2019.3/4,양천구,신정3동,"48,467"
2019.3/4,양천구,신정6동,"25,291"
2019.3/4,양천구,신정7동,"30,930"
2019.3/4,양천구,목5동,"42,943"
2019.3/4,양천구,신정4동,"35,784"
2019.3/4,강서구,소계,"600,240"
2019.3/4,강서구,염창동,"42,478"
2019.3/4,강서구,등촌1동,"23,720"
2019.3/4,강서구,등촌2동,"21,922"
2019.3/4,강서구,등촌3동,"32,715"
2019.3/4,강서구,화곡본동,"36,064"
2019.3/4,강서구,화곡2동,"19,655"
2019.3/4,강서구,화곡3동,"22,698"
2019.3/4,강서구,화곡4동,"22,175"
2019.3/4,강서구,화곡6동,"24,930"
2019.3/4,강서구,화곡8동,"26,593"
2019.3/4,강서구,가양1동,"34,199"
2019.3/4,강서구,가양2동,"15,301"
2019.3/4,강서구,가양3동,"16,277"
2019.3/4,강서구,발산1동,"38,559"
2019.3/4,강서구,공항동,"28,336"
2019.3/4,강서구,방화1동,"45,847"
2019.3/4,강서구,방화2동,"24,203"
2019.3/4,강서구,방화3동,"24,582"
2019.3/4,강서구,화곡1동,"54,681"
2019.3/4,강서구,우장산동,"45,305"
2019.3/4,구로구,소계,"439,850"
2019.3/4,구로구,신도림동,"37,392"
2019.3/4,구로구,구로1동,"22,120"
2019.3/4,구로구,구로3동,"26,460"
2019.3/4,구로구,구로4동,"26,504"
2019.3/4,구로구,구로5동,"33,690"
2019.3/4,구로구,고척1동,"24,293"
2019.3/4,구로구,고척2동,"29,019"
2019.3/4,구로구,개봉2동,"33,428"
2019.3/4,구로구,개봉3동,"22,176"
2019.3/4,구로구,오류1동,"23,025"
2019.3/4,구로구,오류2동,"51,567"
2019.3/4,구로구,수궁동,"25,000"
2019.3/4,구로구,가리봉동,"15,518"
2019.3/4,구로구,구로2동,"35,481"
2019.3/4,구로구,개봉1동,"34,177"
2019.3/4,금천구,소계,"252,868"
2019.3/4,금천구,가산동,"24,497"
2019.3/4,금천구,독산1동,"43,529"
2019.3/4,금천구,독산2동,"21,602"
2019.3/4,금천구,독산3동,"30,152"
2019.3/4,금천구,독산4동,"18,444"
2019.3/4,금천구,시흥1동,"37,034"
2019.3/4,금천구,시흥2동,"22,735"
2019.3/4,금천구,시흥3동,"11,598"
2019.3/4,금천구,시흥4동,"22,246"
2019.3/4,금천구,시흥5동,"21,031"
2019.3/4,영등포구,소계,"402,478"
2019.3/4,영등포구,여의동,"34,576"
2019.3/4,영등포구,당산1동,"21,509"
2019.3/4,영등포구,당산2동,"36,238"
2019.3/4,영등포구,양평1동,"18,251"
2019.3/4,영등포구,양평2동,"22,886"
2019.3/4,영등포구,신길1동,"19,730"
2019.3/4,영등포구,신길3동,"18,703"
2019.3/4,영등포구,신길4동,"10,082"
2019.3/4,영등포구,신길5동,"10,858"
2019.3/4,영등포구,신길6동,"19,593"
2019.3/4,영등포구,신길7동,"17,092"
2019.3/4,영등포구,대림1동,"16,499"
2019.3/4,영등포구,대림2동,"21,705"
2019.3/4,영등포구,대림3동,"28,879"
2019.3/4,영등포구,영등포본동,"24,989"
2019.3/4,영등포구,영등포동,"27,149"
2019.3/4,영등포구,도림동,"21,778"
2019.3/4,영등포구,문래동,"31,961"
2019.3/4,동작구,소계,"410,487"
2019.3/4,동작구,노량진2동,"13,954"
2019.3/4,동작구,상도1동,"48,372"
2019.3/4,동작구,상도2동,"29,396"
2019.3/4,동작구,상도3동,"26,111"
2019.3/4,동작구,상도4동,"30,107"
2019.3/4,동작구,사당1동,"24,139"
2019.3/4,동작구,사당3동,"26,276"
2019.3/4,동작구,사당4동,"14,902"
2019.3/4,동작구,사당5동,"12,957"
2019.3/4,동작구,대방동,"40,244"
2019.3/4,동작구,신대방1동,"26,747"
2019.3/4,동작구,신대방2동,"20,726"
2019.3/4,동작구,흑석동,"35,482"
2019.3/4,동작구,노량진1동,"32,603"
2019.3/4,동작구,사당2동,"28,471"
2019.3/4,관악구,소계,"519,953"
2019.3/4,관악구,보라매동,"26,688"
2019.3/4,관악구,청림동,"16,331"
2019.3/4,관악구,행운동,"30,276"
2019.3/4,관악구,낙성대동,"17,736"
2019.3/4,관악구,중앙동,"15,782"
2019.3/4,관악구,인헌동,"27,200"
2019.3/4,관악구,남현동,"19,032"
2019.3/4,관악구,서원동,"24,095"
2019.3/4,관악구,신원동,"19,892"
2019.3/4,관악구,서림동,"24,485"
2019.3/4,관악구,신사동,"26,161"
2019.3/4,관악구,신림동,"22,574"
2019.3/4,관악구,난향동,"16,436"
2019.3/4,관악구,조원동,"19,671"
2019.3/4,관악구,대학동,"24,603"
2019.3/4,관악구,은천동,"35,505"
2019.3/4,관악구,성현동,"32,323"
2019.3/4,관악구,청룡동,"33,607"
2019.3/4,관악구,난곡동,"29,173"
2019.3/4,관악구,삼성동,"25,454"
2019.3/4,관악구,미성동,"32,929"
2019.3/4,서초구,소계,"435,258"
2019.3/4,서초구,서초1동,"21,708"
2019.3/4,서초구,서초2동,"18,675"
2019.3/4,서초구,서초3동,"31,067"
2019.3/4,서초구,서초4동,"31,886"
2019.3/4,서초구,잠원동,"34,953"
2019.3/4,서초구,반포본동,"12,106"
2019.3/4,서초구,반포1동,"33,139"
2019.3/4,서초구,반포2동,"16,381"
2019.3/4,서초구,반포3동,"20,324"
2019.3/4,서초구,반포4동,"20,270"
2019.3/4,서초구,방배본동,"21,471"
2019.3/4,서초구,방배1동,"17,559"
2019.3/4,서초구,방배2동,"21,135"
2019.3/4,서초구,방배3동,"22,489"
2019.3/4,서초구,방배4동,"24,278"
2019.3/4,서초구,양재1동,"46,022"
