기간	자치구	행정동	세대	인구	인구	인구	인구	인구	인구	인구	인구	인구	세대당인구	65세이상고령자
기간	자치구	행정동	세대	합계	합계	합계	한국인	한국인	한국인	외국인	외국인	외국인	세대당인구	65세이상고령자
기간	자치구	행정동	세대	계	남자	여자	계	남자	여자	계	남자	여자	세대당인구	65세이상고령자
2019.1/4	합계	합계	4,290,922	10,054,979	4,909,387	5,145,592	9,770,216	4,772,134	4,998,082	284,763	137,253	147,510	2.28	1,436,125
2019.1/4	종로구	소계	73,914	162,913	78,963	83,950	152,778	74,536	78,242	10,135	4,427	5,708	2.07	26,981
2019.1/4	종로구	사직동	4,552	9,782	4,432	5,350	9,504	4,270	5,234	278	162	116	2.09	1,770
2019.1/4	종로구	삼청동	1,400	3,045	1,445	1,600	2,804	1,322	1,482	241	123	118	2	636
2019.1/4	종로구	부암동	4,295	10,523	5,012	5,511	10,111	4,832	5,279	412	180	232	2.35	1,752
2019.1/4	종로구	평창동	7,552	19,002	8,909	10,093	18,844	8,834	10,010	158	75	83	2.5	3,186
2019.1/4	종로구	무악동	3,111	8,585	4,023	4,562	8,542	4,008	4,534	43	15	28	2.75	1,335
2019.1/4	종로구	교남동	4,584	10,848	5,039	5,809	10,702	4,973	5,729	146	66	80	2.33	1,510
2019.1/4	종로구	가회동	2,061	4,512	2,114	2,398	4,400	2,051	2,349	112	63	49	2.13	906
2019.1/4	종로구	종로1.2.3.4가동	5,269	8,518	4,973	3,545	7,361	4,374	2,987	1,157	599	558	1.4	1,895
2019.1/4	종로구	종로5·6가동	3,182	5,681	3,123	2,558	5,230	2,865	2,365	451	258	193	1.64	1,108
2019.1/4	종로구	이화동	4,487	8,576	4,004	4,572	8,025	3,809	4,216	551	195	356	1.79	1,343
2019.1/4	종로구	창신1동	2,970	6,200	3,327	2,873	5,334	2,884	2,450	866	443	423	1.8	1,186
2019.1/4	종로구	창신2동	4,163	9,954	5,034	4,920	8,722	4,450	4,272	1,232	584	648	2.1	1,690
2019.1/4	종로구	창신3동	2,891	7,412	3,655	3,757	7,234	3,562	3,672	178	93	85	2.5	1,159
2019.1/4	종로구	숭인1동	2,991	6,658	3,271	3,387	6,321	3,119	3,202	337	152	185	2.11	1,157
2019.1/4	종로구	숭인2동	5,744	10,070	5,074	4,996	9,597	4,899	4,698	473	175	298	1.67	1,607
2019.1/4	종로구	청운효자동	5,405	13,225	6,214	7,011	12,979	6,069	6,910	246	145	101	2.4	2,188
2019.1/4	종로구	혜화동	9,257	20,322	9,314	11,008	17,068	8,215	8,853	3,254	1,099	2,155	1.84	2,553
2019.1/4	중구	소계	61,800	135,836	66,720	69,116	125,942	61,992	63,950	9,894	4,728	5,166	2.04	22,421
2019.1/4	중구	소공동	1,107	2,994	1,530	1,464	2,069	1,004	1,065	925	526	399	1.87	276
2019.1/4	중구	회현동	3,263	5,973	3,263	2,710	5,363	2,931	2,432	610	332	278	1.64	1,414
2019.1/4	중구	명동	1,400	3,412	1,507	1,905	2,794	1,172	1,622	618	335	283	2	709
2019.1/4	중구	필동	2,318	5,022	2,540	2,482	4,053	2,114	1,939	969	426	543	1.75	806
2019.1/4	중구	장충동	2,678	5,628	2,765	2,863	4,730	2,407	2,323	898	358	540	1.77	792
2019.1/4	중구	광희동	2,919	6,148	3,219	2,929	4,939	2,623	2,316	1,209	596	613	1.69	1,145
2019.1/4	중구	을지로동	1,292	1,932	1,175	757	1,756	1,081	675	176	94	82	1.36	458
2019.1/4	중구	신당5동	4,526	9,710	4,822	4,888	9,377	4,672	4,705	333	150	183	2.07	1,542
2019.1/4	중구	황학동	6,649	13,547	6,564	6,983	12,544	6,104	6,440	1,003	460	543	1.89	1,841
2019.1/4	중구	중림동	5,853	13,079	6,548	6,531	12,762	6,376	6,386	317	172	145	2.18	1,950
2019.1/4	중구	신당동	4,423	9,395	4,621	4,774	7,673	3,845	3,828	1,722	776	946	1.73	1,328
2019.1/4	중구	다산동	6,947	15,135	7,316	7,819	14,608	7,101	7,507	527	215	312	2.1	2,474
2019.1/4	중구	약수동	7,794	17,904	8,440	9,464	17,693	8,331	9,362	211	109	102	2.27	3,456
2019.1/4	중구	청구동	6,433	14,743	7,013	7,730	14,543	6,915	7,628	200	98	102	2.26	2,521
2019.1/4	중구	동화동	4,198	11,214	5,397	5,817	11,038	5,316	5,722	176	81	95	2.63	1,709
2019.1/4	용산구	소계	109,413	245,139	119,597	125,542	229,168	110,626	118,542	15,971	8,971	7,000	2.09	38,049
2019.1/4	용산구	후암동	8,560	18,694	9,118	9,576	18,146	8,822	9,324	548	296	252	2.12	2,972
2019.1/4	용산구	용산2가동	5,506	12,000	5,868	6,132	10,646	5,143	5,503	1,354	725	629	1.93	2,053
2019.1/4	용산구	남영동	5,436	8,508	5,140	3,368	7,846	4,814	3,032	662	326	336	1.44	1,567
2019.1/4	용산구	원효로2동	6,029	14,976	7,021	7,955	14,822	6,962	7,860	154	59	95	2.46	2,312
2019.1/4	용산구	효창동	3,750	9,078	4,316	4,762	8,967	4,266	4,701	111	50	61	2.39	1,300
2019.1/4	용산구	용문동	5,376	12,744	6,096	6,648	12,610	6,035	6,575	134	61	73	2.35	1,991
2019.1/4	용산구	이촌1동	10,253	29,284	13,737	15,547	28,306	13,217	15,089	978	520	458	2.76	4,355
2019.1/4	용산구	이촌2동	3,857	9,055	4,251	4,804	8,949	4,205	4,744	106	46	60	2.32	1,702
2019.1/4	용산구	이태원1동	3,834	9,166	4,822	4,344	7,029	3,329	3,700	2,137	1,493	644	1.83	1,530
2019.1/4	용산구	이태원2동	4,946	10,898	5,132	5,766	9,428	4,360	5,068	1,470	772	698	1.91	1,867
2019.1/4	용산구	서빙고동	5,310	14,282	6,930	7,352	13,499	6,525	6,974	783	405	378	2.54	2,053
2019.1/4	용산구	보광동	7,742	16,141	8,128	8,013	14,817	7,264	7,553	1,324	864	460	1.91	2,696
2019.1/4	용산구	청파동	10,637	20,956	9,841	11,115	20,053	9,547	10,506	903	294	609	1.89	3,254
2019.1/4	용산구	원효로1동	7,530	16,266	7,887	8,379	15,636	7,559	8,077	630	328	302	2.08	1,869
2019.1/4	용산구	한강로동	9,593	19,354	9,441	9,913	17,824	8,619	9,205	1,530	822	708	1.86	2,996
2019.1/4	용산구	한남동	11,054	23,737	11,869	11,868	20,590	9,959	10,631	3,147	1,910	1,237	1.86	3,532
2019.1/4	성동구	소계	137,247	314,608	154,011	160,597	306,404	150,287	156,117	8,204	3,724	4,480	2.23	43,076
2019.1/4	성동구	왕십리2동	7,695	18,110	8,805	9,305	17,734	8,639	9,095	376	166	210	2.3	2,440
2019.1/4	성동구	마장동	10,805	24,175	11,864	12,311	23,501	11,600	11,901	674	264	410	2.18	3,538
2019.1/4	성동구	사근동	7,428	13,658	6,768	6,890	11,790	6,072	5,718	1,868	696	1,172	1.59	1,424
2019.1/4	성동구	행당1동	7,358	16,767	8,151	8,616	16,282	7,931	8,351	485	220	265	2.21	2,279
2019.1/4	성동구	행당2동	9,499	24,924	11,717	13,207	24,830	11,677	13,153	94	40	54	2.61	3,439
2019.1/4	성동구	응봉동	6,174	16,284	7,712	8,572	16,223	7,690	8,533	61	22	39	2.63	2,377
2019.1/4	성동구	금호1가동	6,632	16,132	7,717	8,415	16,033	7,670	8,363	99	47	52	2.42	2,329
2019.1/4	성동구	금호4가동	6,518	15,376	7,370	8,006	15,223	7,300	7,923	153	70	83	2.34	2,136
2019.1/4	성동구	성수1가1동	7,640	17,488	8,789	8,699	17,177	8,608	8,569	311	181	130	2.25	2,008
2019.1/4	성동구	성수1가2동	7,134	15,588	7,772	7,816	15,139	7,542	7,597	449	230	219	2.12	1,991
2019.1/4	성동구	성수2가1동	8,607	18,252	9,476	8,776	17,513	9,120	8,393	739	356	383	2.03	2,670
2019.1/4	성동구	성수2가3동	5,715	11,902	6,156	5,746	11,543	5,943	5,600	359	213	146	2.02	1,720
2019.1/4	성동구	송정동	5,586	11,715	6,216	5,499	11,216	5,969	5,247	499	247	252	2.01	1,642
2019.1/4	성동구	용답동	7,440	14,737	7,788	6,949	13,698	7,292	6,406	1,039	496	543	1.84	2,291
2019.1/4	성동구	왕십리도선동	11,754	27,886	13,298	14,588	27,377	13,072	14,305	509	226	283	2.33	3,391
2019.1/4	성동구	금호2.3가동	10,336	24,361	11,617	12,744	24,157	11,527	12,630	204	90	114	2.34	3,696
2019.1/4	성동구	옥수동	10,926	27,253	12,795	14,458	26,968	12,635	14,333	285	160	125	2.47	3,705
2019.1/4	광진구	소계	163,460	370,658	179,162	191,496	354,873	172,361	182,512	15,785	6,801	8,984	2.17	46,288
2019.1/4	광진구	화양동	15,772	25,278	11,622	13,656	21,794	10,453	11,341	3,484	1,169	2,315	1.38	2,193
2019.1/4	광진구	군자동	10,453	22,113	10,863	11,250	19,932	9,850	10,082	2,181	1,013	1,168	1.91	2,768
2019.1/4	광진구	중곡1동	7,988	16,506	8,106	8,400	16,057	7,908	8,149	449	198	251	2.01	2,273
2019.1/4	광진구	중곡2동	10,315	22,687	10,916	11,771	22,327	10,752	11,575	360	164	196	2.16	2,930
2019.1/4	광진구	중곡3동	8,502	17,776	8,801	8,975	17,538	8,717	8,821	238	84	154	2.06	2,563
2019.1/4	광진구	중곡4동	13,156	30,856	15,193	15,663	30,466	15,029	15,437	390	164	226	2.32	4,485
2019.1/4	광진구	능동	6,184	11,882	5,504	6,378	11,531	5,337	6,194	351	167	184	1.86	1,483
2019.1/4	광진구	구의1동	11,683	23,274	11,109	12,165	22,521	10,752	11,769	753	357	396	1.93	2,921
2019.1/4	광진구	구의2동	11,533	28,093	13,581	14,512	27,660	13,392	14,268	433	189	244	2.4	3,901
2019.1/4	광진구	구의3동	12,194	30,418	14,496	15,922	30,091	14,350	15,741	327	146	181	2.47	3,579
2019.1/4	광진구	광장동	12,002	36,197	17,544	18,653	36,036	17,476	18,560	161	68	93	3	3,413
2019.1/4	광진구	자양1동	11,427	24,416	11,764	12,652	23,226	11,221	12,005	1,190	543	647	2.03	3,120
2019.1/4	광진구	자양2동	11,272	27,389	13,447	13,942	26,966	13,253	13,713	423	194	229	2.39	3,541
2019.1/4	광진구	자양3동	11,066	29,887	14,387	15,500	29,580	14,254	15,326	307	133	174	2.67	3,623
2019.1/4	광진구	자양4동	9,913	23,886	11,829	12,057	19,148	9,617	9,531	4,738	2,212	2,526	1.93	3,495
2019.1/4	동대문구	소계	162,228	363,262	179,100	184,162	346,750	172,784	173,966	16,512	6,316	10,196	2.14	57,570
2019.1/4	동대문구	회기동	5,959	13,031	5,870	7,161	10,332	4,924	5,408	2,699	946	1,753	1.73	1,465
2019.1/4	동대문구	휘경1동	6,795	14,509	7,062	7,447	12,770	6,403	6,367	1,739	659	1,080	1.88	2,201
2019.1/4	동대문구	휘경2동	11,412	25,271	12,417	12,854	24,643	12,195	12,448	628	222	406	2.16	3,591
2019.1/4	동대문구	청량리동	10,533	22,398	11,214	11,184	21,728	10,895	10,833	670	319	351	2.06	5,087
2019.1/4	동대문구	용신동	16,743	31,995	16,363	15,632	30,509	15,697	14,812	1,486	666	820	1.82	5,370
2019.1/4	동대문구	제기동	12,984	27,725	13,875	13,850	25,199	12,909	12,290	2,526	966	1,560	1.94	5,320
2019.1/4	동대문구	전농1동	14,875	31,173	15,697	15,476	30,650	15,471	15,179	523	226	297	2.06	5,244
2019.1/4	동대문구	전농2동	7,752	20,337	9,719	10,618	19,867	9,556	10,311	470	163	307	2.56	3,362
2019.1/4	동대문구	답십리1동	12,418	29,604	14,420	15,184	29,149	14,212	14,937	455	208	247	2.35	3,739
2019.1/4	동대문구	답십리2동	12,624	30,313	14,864	15,449	29,985	14,725	15,260	328	139	189	2.38	5,073
2019.1/4	동대문구	장안1동	17,289	39,190	19,588	19,602	38,560	19,316	19,244	630	272	358	2.23	5,633
2019.1/4	동대문구	장안2동	12,906	31,585	15,781	15,804	31,291	15,667	15,624	294	114	180	2.42	4,378
2019.1/4	동대문구	이문1동	11,365	24,388	11,647	12,741	20,849	10,459	10,390	3,539	1,188	2,351	1.83	3,527
2019.1/4	동대문구	이문2동	8,573	21,743	10,583	11,160	21,218	10,355	10,863	525	228	297	2.47	3,580
2019.1/4	중랑구	소계	181,182	407,211	201,808	205,403	402,203	199,730	202,473	5,008	2,078	2,930	2.22	62,789
2019.1/4	중랑구	면목2동	12,214	26,426	13,205	13,221	26,061	13,071	12,990	365	134	231	2.13	4,042
2019.1/4	중랑구	면목4동	9,429	20,614	10,233	10,381	20,307	10,106	10,201	307	127	180	2.15	3,448
2019.1/4	중랑구	면목5동	4,584	10,059	5,142	4,917	9,924	5,082	4,842	135	60	75	2.16	1,588
2019.1/4	중랑구	면목7동	10,117	22,168	10,997	11,171	21,866	10,875	10,991	302	122	180	2.16	3,761
2019.1/4	중랑구	상봉1동	10,116	25,499	12,445	13,054	25,346	12,383	12,963	153	62	91	2.51	3,323
2019.1/4	중랑구	상봉2동	10,441	19,337	9,469	9,868	19,017	9,334	9,683	320	135	185	1.82	2,678
2019.1/4	중랑구	중화1동	8,957	21,036	10,354	10,682	20,835	10,266	10,569	201	88	113	2.33	3,082
2019.1/4	중랑구	중화2동	14,446	28,672	14,708	13,964	28,063	14,434	13,629	609	274	335	1.94	4,760
2019.1/4	중랑구	묵1동	14,565	36,200	17,627	18,573	36,037	17,567	18,470	163	60	103	2.47	5,210
2019.1/4	중랑구	묵2동	9,209	20,298	10,010	10,288	20,055	9,914	10,141	243	96	147	2.18	3,109
2019.1/4	중랑구	망우3동	8,513	18,305	9,188	9,117	17,979	9,059	8,920	326	129	197	2.11	2,997
2019.1/4	중랑구	신내1동	14,717	41,180	20,140	21,040	41,046	20,077	20,969	134	63	71	2.79	5,976
2019.1/4	중랑구	신내2동	9,029	22,258	10,677	11,581	22,181	10,653	11,528	77	24	53	2.46	3,477
2019.1/4	중랑구	면목본동	17,537	36,522	18,117	18,405	35,696	17,762	17,934	826	355	471	2.04	5,530
2019.1/4	중랑구	면목3.8동	12,562	26,938	13,462	13,476	26,452	13,256	13,196	486	206	280	2.11	4,493
2019.1/4	중랑구	망우본동	14,746	31,699	16,034	15,665	31,338	15,891	15,447	361	143	218	2.13	5,315
2019.1/4	성북구	소계	188,670	450,021	217,400	232,621	438,245	212,830	225,415	11,776	4,570	7,206	2.32	68,612
2019.1/4	성북구	돈암1동	6,350	16,221	7,565	8,656	16,114	7,527	8,587	107	38	69	2.54	2,634
2019.1/4	성북구	돈암2동	8,566	25,099	11,988	13,111	24,997	11,939	13,058	102	49	53	2.92	3,151
2019.1/4	성북구	안암동	8,982	17,465	8,512	8,953	15,317	7,773	7,544	2,148	739	1,409	1.71	2,079
2019.1/4	성북구	보문동	7,947	16,946	8,195	8,751	16,594	8,048	8,546	352	147	205	2.09	2,333
2019.1/4	성북구	정릉1동	7,315	19,213	9,188	10,025	18,726	9,061	9,665	487	127	360	2.56	2,856
2019.1/4	성북구	정릉2동	9,635	24,178	11,807	12,371	23,910	11,708	12,202	268	99	169	2.48	4,060
2019.1/4	성북구	정릉3동	7,732	17,366	8,653	8,713	15,931	7,972	7,959	1,435	681	754	2.06	3,104
2019.1/4	성북구	정릉4동	11,010	27,087	13,118	13,969	26,726	12,984	13,742	361	134	227	2.43	4,485
2019.1/4	성북구	길음1동	12,960	37,535	17,927	19,608	37,340	17,847	19,493	195	80	115	2.88	4,253
2019.1/4	성북구	길음2동	5,791	13,917	6,761	7,156	13,798	6,708	7,090	119	53	66	2.38	2,102
2019.1/4	성북구	월곡1동	10,775	27,812	13,482	14,330	27,592	13,403	14,189	220	79	141	2.56	4,319
2019.1/4	성북구	월곡2동	9,058	20,675	10,079	10,596	20,094	9,805	10,289	581	274	307	2.22	3,298
2019.1/4	성북구	장위1동	9,067	21,180	10,434	10,746	20,955	10,344	10,611	225	90	135	2.31	3,510
2019.1/4	성북구	장위2동	6,432	14,677	7,321	7,356	14,398	7,189	7,209	279	132	147	2.24	3,062
2019.1/4	성북구	장위3동	4,752	11,627	5,840	5,787	11,422	5,747	5,675	205	93	112	2.4	1,894
2019.1/4	성북구	성북동	8,028	17,820	8,408	9,412	17,271	8,194	9,077	549	214	335	2.15	2,976
2019.1/4	성북구	삼선동	12,715	26,860	12,900	13,960	26,314	12,659	13,655	546	241	305	2.07	4,000
2019.1/4	성북구	동선동	9,012	16,450	6,864	9,586	15,596	6,640	8,956	854	224	630	1.73	2,184
2019.1/4	성북구	종암동	17,109	42,528	20,799	21,729	40,732	20,185	20,547	1,796	614	1,182	2.38	6,174
2019.1/4	성북구	석관동	15,434	35,365	17,559	17,806	34,418	17,097	17,321	947	462	485	2.23	6,138
2019.1/4	강북구	소계	143,663	321,151	156,525	164,626	317,386	155,075	162,311	3,765	1,450	2,315	2.21	58,858
2019.1/4	강북구	번1동	10,269	19,885	9,890	9,995	19,479	9,727	9,752	406	163	243	1.9	3,371
2019.1/4	강북구	번2동	7,606	17,468	8,456	9,012	17,339	8,423	8,916	129	33	96	2.28	3,720
2019.1/4	강북구	번3동	7,616	18,799	8,902	9,897	18,715	8,888	9,827	84	14	70	2.46	4,418
2019.1/4	강북구	수유1동	10,347	22,133	10,937	11,196	21,868	10,841	11,027	265	96	169	2.11	4,071
2019.1/4	강북구	수유2동	9,519	22,224	10,717	11,507	22,087	10,675	11,412	137	42	95	2.32	4,328
2019.1/4	강북구	수유3동	12,658	24,538	12,188	12,350	24,140	12,045	12,095	398	143	255	1.91	4,224
2019.1/4	강북구	삼양동	11,665	26,276	13,054	13,222	26,097	12,990	13,107	179	64	115	2.24	4,647
2019.1/4	강북구	미아동	11,318	23,174	11,106	12,068	22,640	10,893	11,747	534	213	321	2	4,103
2019.1/4	강북구	송중동	12,998	29,324	14,092	15,232	28,743	13,846	14,897	581	246	335	2.21	5,379
2019.1/4	강북구	송천동	13,763	29,305	14,569	14,736	28,796	14,342	14,454	509	227	282	2.09	5,683
2019.1/4	강북구	삼각산동	11,827	33,312	16,021	17,291	33,168	15,964	17,204	144	57	87	2.8	4,028
2019.1/4	강북구	우이동	9,491	21,684	10,564	11,120	21,554	10,508	11,046	130	56	74	2.27	4,418
2019.1/4	강북구	인수동	14,586	33,029	16,029	17,000	32,760	15,933	16,827	269	96	173	2.25	6,468
2019.1/4	도봉구	소계	138,175	340,089	166,218	173,871	337,820	165,314	172,506	2,269	904	1,365	2.44	56,742
2019.1/4	도봉구	쌍문1동	9,199	22,430	10,831	11,599	22,175	10,748	11,427	255	83	172	2.41	4,014
2019.1/4	도봉구	쌍문2동	8,638	20,412	9,899	10,513	20,207	9,771	10,436	205	128	77	2.34	3,493
2019.1/4	도봉구	쌍문3동	7,786	17,437	8,398	9,039	17,261	8,336	8,925	176	62	114	2.22	3,179
2019.1/4	도봉구	쌍문4동	7,160	20,051	9,554	10,497	20,003	9,536	10,467	48	18	30	2.79	2,661
2019.1/4	도봉구	방학1동	12,823	30,482	15,067	15,415	30,176	14,959	15,217	306	108	198	2.35	5,121
2019.1/4	도봉구	방학2동	9,546	21,465	10,812	10,653	21,263	10,731	10,532	202	81	121	2.23	3,929
2019.1/4	도봉구	방학3동	10,095	29,067	14,173	14,894	28,999	14,155	14,844	68	18	50	2.87	4,215
2019.1/4	도봉구	창1동	10,928	26,645	12,793	13,852	26,486	12,729	13,757	159	64	95	2.42	4,099
2019.1/4	도봉구	창2동	12,409	31,211	15,318	15,893	30,931	15,204	15,727	280	114	166	2.49	4,615
2019.1/4	도봉구	창3동	6,680	15,071	7,516	7,555	14,974	7,484	7,490	97	32	65	2.24	2,702
2019.1/4	도봉구	창4동	10,607	28,339	13,703	14,636	28,247	13,655	14,592	92	48	44	2.66	3,793
2019.1/4	도봉구	창5동	9,863	25,884	12,501	13,383	25,779	12,461	13,318	105	40	65	2.61	3,879
2019.1/4	도봉구	도봉1동	10,280	22,693	11,451	11,242	22,537	11,392	11,145	156	59	97	2.19	5,227
2019.1/4	도봉구	도봉2동	12,161	28,902	14,202	14,700	28,782	14,153	14,629	120	49	71	2.37	5,815
2019.1/4	노원구	소계	217,748	545,486	264,460	281,026	541,174	262,593	278,581	4,312	1,867	2,445	2.49	78,170
2019.1/4	노원구	월계1동	10,532	24,212	12,505	11,707	23,645	12,222	11,423	567	283	284	2.25	3,979
2019.1/4	노원구	월계2동	11,246	26,509	12,779	13,730	26,359	12,733	13,626	150	46	104	2.34	4,975
2019.1/4	노원구	월계3동	12,985	32,315	15,563	16,752	32,129	15,489	16,640	186	74	112	2.47	5,425
2019.1/4	노원구	공릉2동	16,264	41,362	20,292	21,070	40,813	20,011	20,802	549	281	268	2.51	4,678
2019.1/4	노원구	하계1동	12,505	30,039	14,586	15,453	29,420	14,279	15,141	619	307	312	2.35	3,928
2019.1/4	노원구	하계2동	8,311	23,727	11,351	12,376	23,666	11,327	12,339	61	24	37	2.85	2,911
2019.1/4	노원구	중계본동	9,141	26,600	13,070	13,530	26,519	13,038	13,481	81	32	49	2.9	2,545
2019.1/4	노원구	중계1동	9,125	28,321	13,835	14,486	28,240	13,801	14,439	81	34	47	3.09	2,205
2019.1/4	노원구	중계4동	8,481	21,683	10,558	11,125	21,606	10,532	11,074	77	26	51	2.55	3,673
2019.1/4	노원구	상계1동	15,606	40,751	19,860	20,891	40,578	19,805	20,773	173	55	118	2.6	6,217
2019.1/4	노원구	상계2동	8,771	21,569	10,640	10,929	21,392	10,568	10,824	177	72	105	2.44	3,036
2019.1/4	노원구	상계5동	11,070	26,136	12,768	13,368	25,993	12,720	13,273	143	48	95	2.35	4,680
2019.1/4	노원구	상계8동	9,283	24,302	11,711	12,591	24,247	11,700	12,547	55	11	44	2.61	2,545
2019.1/4	노원구	상계9동	8,473	22,216	10,636	11,580	22,134	10,615	11,519	82	21	61	2.61	2,991
2019.1/4	노원구	상계10동	6,624	16,867	7,791	9,076	16,801	7,759	9,042	66	32	34	2.54	2,046
2019.1/4	노원구	상계3.4동	11,635	26,367	13,127	13,240	26,225	13,084	13,141	142	43	99	2.25	5,521
2019.1/4	노원구	상계6.7동	14,071	35,195	16,427	18,768	35,039	16,367	18,672	156	60	96	2.49	4,399
2019.1/4	노원구	중계2.3동	15,471	37,528	17,476	20,052	37,369	17,413	19,956	159	63	96	2.42	6,733
2019.1/4	노원구	공릉1동	18,154	39,787	19,485	20,302	38,999	19,130	19,869	788	355	433	2.15	5,683
2019.1/4	은평구	소계	206,527	488,713	235,925	252,788	484,274	234,064	250,210	4,439	1,861	2,578	2.34	78,406
2019.1/4	은평구	녹번동	16,649	37,460	18,056	19,404	37,044	17,864	19,180	416	192	224	2.22	6,223
2019.1/4	은평구	불광1동	17,761	41,316	19,670	21,646	40,998	19,541	21,457	318	129	189	2.31	7,161
2019.1/4	은평구	갈현1동	11,180	25,069	12,214	12,855	24,782	12,071	12,711	287	143	144	2.22	4,149
2019.1/4	은평구	갈현2동	12,618	30,545	14,564	15,981	30,177	14,411	15,766	368	153	215	2.39	4,567
2019.1/4	은평구	구산동	12,981	34,020	16,974	17,046	33,777	16,867	16,910	243	107	136	2.6	5,621
2019.1/4	은평구	대조동	15,656	32,362	15,246	17,116	31,946	15,068	16,878	416	178	238	2.04	5,370
2019.1/4	은평구	응암1동	11,342	25,988	12,481	13,507	25,685	12,352	13,333	303	129	174	2.26	3,976
